DictWordID,PojUnicode,PojInput,KipUnicode,KipInput,HanLoTaibunPoj,HanLoTaibunKip,HoaBun,DataProvidedBy,PojNormalized,KipNormalized
12186,chhân-lê-á-piáⁿ,chhan5-le5-a2-piann2,tshân-lê-á-piánn,tshan5-le5-a2-piann2,田螺仔餅,田螺仔餅,豬耳朵,匿名,chhan-le-a-pia,tshan-le-a-piann
12187,lê-á-piáⁿ,le5-a2-piann2,lê-á-piánn,le5-a2-piann2,螺仔餅,螺仔餅,豬耳朵,匿名,le-a-pia,le-a-piann
12188,gán-pe̍h-i,gan2-peh8-i,gán-pe̍h-i,gan2-peh8-i,眼白衣,眼白衣,鞏膜,匿名,gan-peh-i,gan-peh-i
12189,gán-bêng-i,gan2-beng5-i,gán-bîng-i,gan2-bing5-i,眼明衣,眼明衣,角膜,匿名,gan-beng-i,gan-bing-i
12190,gán-liâm,gan2-liam5,gán-liâm,gan2-liam5,眼簾,眼簾,虹膜,匿名,gan-liam,gan-liam
12191,cheng-chu,cheng-chu,tsing-tsu,tsing-tsu,晶珠,晶珠,水晶體,匿名,cheng-chu,tsing-tsu
12192,n̂g-tiám,ng5-tiam2,n̂g-tiám,ng5-tiam2,黃點,黃點,黃斑部,匿名,n̂g-tiam,n̂g-tiam
12193,gán-náu-sòaⁿ,gan2-nau2-soann3,gán-náu-suànn,gan2-nau2-suann3,眼腦線,眼腦線,視神經,匿名,gan-nau-soa,gan-nau-suann
12194,kut-thâu-hâm-sau,kut-thau5-ham5-sau,kut-thâu-hâm-sau,kut-thau5-ham5-sau,骨頭含梢,骨頭含梢,骨質疏鬆,匿名,kut-thau-ham-sau,kut-thau-ham-sau
12195,tōa-thúi-thâu,toa7-thui2-thau5,tuā-thuí-thâu,tua7-thui2-thau5,大腿頭,大腿頭,股骨大轉子,匿名,toa-thui-thau,tua-thui-thau
12196,chia̍h-kóe,chiah8-koe2,tsia̍h-kué,tsiah8-kue2,食粿,食粿,性交,匿名,chiah-koe,tsiah-kue
12197,kóe-tē-á,koe2-te7-a2,kué-tē-á,kue2-te7-a2,粿袋仔,粿袋仔,女用內褲,匿名,koe-te-a,kue-te-a
12198,phòa-tiáⁿ,phoa3-tiann2,phuà-tiánn,phua3-tiann2,破鼎,破鼎,性交激烈而陰部出血,匿名,phoa-tia,phua-tiann
12199,mî-mî-á,mi5-mi5-a2,mî-mî-á,mi5-mi5-a2,綿綿仔,綿綿仔,女性陰部,匿名,mi-mi-a,mi-mi-a
12200,ē-koe̍h,e7-koeh8,ē-kue̍h,e7-kueh8,下橛,下橛,下身,匿名,e-koeh,e-kueh
12201,ha̍p-tâng,hap8-tang5,ha̍p-tâng,hap8-tang5,合銅,合銅,軸套,匿名,hap-tang,hap-tang
12202,soaⁿ-àm-kong,soann-am3-kong,suann-àm-kong,suann-am3-kong,山暗光,山暗光,黑冠麻鷺,匿名,soa-am-kong,suann-am-kong
12203,Koan-im-má,Koan-im-ma2,Kuan-im-má,Kuan-im-ma2,觀音媽,觀音媽,觀世音,匿名,Koan-im-ma,Kuan-im-ma
12204,ho̍k-chín,hok8-chin2,ho̍k-tsín,hok8-tsin2,復振,復振,復振,匿名,hok-chin,hok-tsin
12205,chhui-chhiâu,chhui-chhiau5,tshui-tshiâu,tshui-tshiau5,推撨,推撨,調和,匿名,chhui-chhiau,tshui-tshiau
12206,tiâu-sèng-tē,tiau5-seng3-te7,tiâu-sìng-tē,tiau5-sing3-te7,朝聖地,朝聖地,朝聖地,匿名,tiau-seng-te,tiau-sing-te
12207,Bān-bân,Ban7-ban5,Bān-bân,Ban7-ban5,萬巒,萬巒,萬巒,匿名,Ban-ban,Ban-ban
12208,chiâⁿ-chiâⁿ,chiann5-chiann5,tsiânn-tsiânn,tsiann5-tsiann5,成成,成成,信誓旦旦,匿名,chia-chia,tsiann-tsiann
12209,khang-kiâⁿ,khang-kiann5,khang-kiânn,khang-kiann5,空行,空行,白跑一趟,匿名,khang-kia,khang-kiann
12210,"iok lâng chiâⁿ-chiâⁿ, gō͘ lâng khang-kiâⁿ","iok lang5 chiann5-chiann5, goo7 lang5 khang-kiann5","iok lâng tsiânn-tsiânn, gōo lâng khang-kiânn","iok lang5 tsiann5-tsiann5, goo7 lang5 khang-kiann5",約人成成，誤人空行,約人成成，誤人空行,言而無信,匿名,"iok lang chia-chia, go lang khang-kia","iok lang tsiann-tsiann, goo lang khang-kiann"
12211,Chhek-pek,Chhek-pek,Tshik-pik,Tshik-pik,赤壁,赤壁,赤壁,匿名,Chhek-pek,Tshik-pik
12212,khan-bán chò-hóe,khan-ban2 cho3-hoe2,khan-bán tsò-hué,khan-ban2 tso3-hue2,牽挽做伙,牽挽做伙,牽扯,匿名,khan-ban cho-hoe,khan-ban tso-hue
12213,î-khún,i5-khun2,î-khún,i5-khun2,移墾,移墾,移墾,匿名,i-khun,i-khun
12214,hoaⁿ-hí,hoann-hi2,huann-hí,huann-hi2,歡喜,歡喜,樂意,匿名,hoa-hi,huann-hi
12215,chiap-siū,chiap-siu7,tsiap-siū,tsiap-siu7,接受,接受,接納,匿名,chiap-siu,tsiap-siu
12216,tōa-chùn,toa7-chun3,tuā-tsùn,tua7-tsun3,大圳,大圳,大圳,匿名,toa-chun,tua-tsun
12217,tha̍k-kàu,thak8-kau3,tha̍k-kàu,thak8-kau3,讀教,讀教,信教,匿名,thak-kau,thak-kau
12218,koaiⁿ-kaⁿ,koainn-kann,kuainn-kann,kuainn-kann,關監,關監,坐牢,匿名,koai-ka,kuainn-kann
12219,chia̍h-bô-chîⁿ-pn̄g,chiah8-bo5-chinn5-png7,tsia̍h-bô-tsînn-pn̄g,tsiah8-bo5-tsinn5-png7,食無錢飯,食無錢飯,坐牢,匿名,chiah-bo-chi-pn̄g,tsiah-bo-tsinn-pn̄g
12220,chih-gōa-ke,chih-goa7-ke,tsih-guā-ke,tsih-gua7-ke,接外家,接外家,接外家,匿名,chih-goa-ke,tsih-gua-ke
12221,jîn-chè-bāng-lō͘,jin5-che3-bang7-loo7,jîn-tsè-bāng-lōo,jin5-tse3-bang7-loo7,人際網路,人際網路,人際網路,匿名,jin-che-bang-lo,jin-tse-bang-loo
12222,châi-thoân-hoat-jîn,chai5-thoan5-hoat-jin5,tsâi-thuân-huat-jîn,tsai5-thuan5-huat-jin5,財團法人,財團法人,財團法人,匿名,chai-thoan-hoat-jin,tsai-thuan-huat-jin
12223,kiâⁿ-kha-hoe,kiann5-kha-hoe,kiânn-kha-hue,kiann5-kha-hue,行跤花,行跤花,臨時演員,匿名,kia-kha-hoe,kiann-kha-hue
12224,piak-hì-chhut,piak-hi3-chhut,piak-hì-tshut,piak-hi3-tshut,煏戲齣,煏戲齣,爆雷,匿名,piak-hi-chhut,piak-hi-tshut
12225,tàn-chio̍h-thó-gio̍k,tan3-chioh8-tho2-giok8,tàn-tsio̍h-thó-gio̍k,tan3-tsioh8-tho2-giok8,擲石討玉,擲石討玉,拋磚引玉,匿名,tan-chioh-tho-giok,tan-tsioh-tho-giok
12226,me-ló͘-tih,me-loo2-tih,me-lóo-tih,me-loo2-tih,me-ló͘-tih,me-lóo-tih,旋律,匿名,me-lo-tih,me-loo-tih
12227,chhì-suh,chhi3-suh,tshì-suh,tshi3-suh,chhì-suh,tshì-suh,起司,匿名,chhi-suh,tshi-suh
12228,bu-láu-sah,bu-lau2-sah,bu-láu-sah,bu-lau2-sah,bu-láu-sah,bu-láu-sah,瀏覽器,匿名,bu-lau-sah,bu-lau-sah
12229,khá-pho͘h,kha2-phooh,khá-phooh,kha2-phooh,khá-pho͘h,khá-phooh,伴侶,匿名,kha-phoh,kha-phooh
12230,phá-nah,pha2-nah,phá-nah,pha2-nah,phá-nah,phá-nah,夥伴,匿名,pha-nah,pha-nah
12231,kā-siū,ka7-siu7,kā-siū,ka7-siu7,咬岫,咬岫,鳥類銜土築巢,匿名,ka-siu,ka-siu
12232,kài chi̍t tiâu sòaⁿ,kai3 chit8 tiau5 soann3,kài tsi̍t tiâu suànn,kai3 tsit8 tiau5 suann3,概一條線,概一條線,架尺畫線,匿名,kai chit tiau soa,kai tsit tiau suann
12233,kan-á-kan-sun,kan-a2-kan-sun,kan-á-kan-sun,kan-a2-kan-sun,乾仔乾孫,乾仔乾孫,玄孫,匿名,kan-a-kan-sun,kan-a-kan-sun
12234,ké-hó-soe,ke2-ho2-soe,ké-hó-sue,ke2-ho2-sue,假好衰,假好衰,虛情假意,匿名,ke-ho-soe,ke-ho-sue
12235,lāng-hoe,lang7-hoe,lāng-hue,lang7-hue,弄花,弄花,開花,匿名,lang-hoe,lang-hue
12236,chîⁿ-kūi-á,chinn5-kui7-a2,tsînn-kuī-á,tsinn5-kui7-a2,錢櫃仔,錢櫃仔,提款機,匿名,chi-kui-a,tsinn-kui-a
12237,niá-chîⁿ-ki-á,nia2-chinn5-ki-a2,niá-tsînn-ki-á,nia2-tsinn5-ki-a2,領錢機仔,領錢機仔,提款機,匿名,nia-chi-ki-a,nia-tsinn-ki-a
12238,phòng-se-chiam,phong3-se-chiam,phòng-se-tsiam,phong3-se-tsiam,膨紗針,膨紗針,棒針,匿名,phong-se-chiam,phong-se-tsiam
12239,phòng-se-chiam,phong3-se-chiam,phòng-se-tsiam,phong3-se-tsiam,膨紗針,膨紗針,毛線棒針,匿名,phong-se-chiam,phong-se-tsiam
12240,tōa-sè-lián,toa7-se3-lian2,tuā-sè-lián,tua7-se3-lian2,大細輦,大細輦,連襟,匿名,toa-se-lian,tua-se-lian
12241,tōa-sè-sian,toa7-se3-sian,tuā-sè-sian,tua7-se3-sian,大細仙,大細仙,連襟,匿名,toa-se-sian,tua-se-sian
12242,thàu-bêng-phìⁿ,thau3-beng5-phinn3,thàu-bîng-phìnn,thau3-bing5-phinn3,透明片,透明片,投影片,匿名,thau-beng-phi,thau-bing-phinn
12243,tâu-iáⁿ-teng,tau5-iann2-teng,tâu-iánn-ting,tau5-iann2-ting,投影燈,投影燈,投影機,匿名,tau-ia-teng,tau-iann-ting
12244,kiaⁿ-tó-lâng,kiann-to2-lang5,kiann-tó-lâng,kiann-to2-lang5,驚倒人,驚倒人,嚇死人,匿名,kia-to-lang,kiann-to-lang
12245,chhe̍k-á-tê,chhek8-a2-te5,tshi̍k-á-tê,tshik8-a2-te5,摵仔茶,摵仔茶,手搖杯,匿名,chhek-a-te,tshik-a-te
12246,chhe̍k-á-tê,chhek8-a2-te5,tshi̍k-á-tê,tshik8-a2-te5,摵仔茶,摵仔茶,手搖飲,匿名,chhek-a-te,tshik-a-te
12247,būn-tô͘,bun7-too5,būn-tôo,bun7-too5,問徒,問徒,放逐,匿名,bun-to,bun-too
12248,gí-liû,gi2-liu5,gí-liû,gi2-liu5,擬流,擬流,放逐,匿名,gi-liu,gi-liu
12249,gí-tô͘,gi2-too5,gí-tôo,gi2-too5,擬徒,擬徒,放逐,匿名,gi-to,gi-too
12250,kek-chhut,kek-chhut,kik-tshut,kik-tshut,革出,革出,放逐,匿名,kek-chhut,kik-tshut
12251,kek--khì,kek--khi3,kik--khì,kik--khi3,革去,革去,放逐,匿名,kek--khi,kik--khi
12252,kek-tio̍k,kek-tiok8,kik-tio̍k,kik-tiok8,革逐,革逐,放逐,匿名,kek-tiok,kik-tiok
12253,kóaⁿ-tio̍k,koann2-tiok8,kuánn-tio̍k,kuann2-tiok8,趕逐,趕逐,放逐,匿名,koa-tiok,kuann-tiok
12254,phah-kóaⁿ,phah-koann2,phah-kuánn,phah-kuann2,拍趕,拍趕,放逐,匿名,phah-koa,phah-kuann
12255,lo̍h-chong,loh8-chong,lo̍h-tsong,loh8-tsong,落莊,落莊,下莊,匿名,loh-chong,loh-tsong
12256,khàm-cha jîn-oân,kham3-cha jin5-oan5,khàm-tsa jîn-uân,kham3-tsa jin5-uan5,勘查人員,勘查人員,探勘人員,匿名,kham-cha jin-oan,kham-tsa jin-uan
12257,nî-tú-nî,ni5-tu2-ni5,nî-tú-nî,ni5-tu2-ni5,年拄年,年拄年,長年以來,匿名,ni-tu-ni,ni-tu-ni
12258,thô͘-chhoah-lâu,thoo5-chhoah-lau5,thôo-tshuah-lâu,thoo5-tshuah-lau5,塗掣流,塗掣流,土石流,匿名,tho-chhoah-lau,thoo-tshuah-lau
12259,chúi-pang-soaⁿ,chui2-pang-soann,tsuí-pang-suann,tsui2-pang-suann,水崩山,水崩山,崩塌,匿名,chui-pang-soa,tsui-pang-suann
12260,àⁿ,ann3,ànn,ann3,向,向,俯身,匿名,a,ann
12261,té-tō,te2-to7,té-tō,te2-to7,地道,地道,廢棄的坑道,匿名,te-to,te-to
12262,àm-sàm,am3-sam3,àm-sàm,am3-sam3,暗毿,暗毿,陰森,匿名,am-sam,am-sam
12263,kéng,keng2,kíng,king2,景,景,場景,匿名,keng,king
12264,kū-sî,ku7-si5,kū-sî,ku7-si5,舊時,舊時,曾經,匿名,ku-si,ku-si
12265,chí-hui-só͘,chi2-hui-soo2,tsí-hui-sóo,tsi2-hui-soo2,指揮所,指揮所,指揮所,匿名,chi-hui-so,tsi-hui-soo
12266,tó-lî-tian-táu,to2-li5-tian-tau2,tó-lî-tian-táu,to2-li5-tian-tau2,倒籬顛斗,倒籬顛斗,斷垣殘壁,匿名,to-li-tian-tau,to-li-tian-tau
12267,seng-kî-tâi,seng-ki5-tai5,sing-kî-tâi,sing-ki5-tai5,升旗台,升旗台,升旗台,匿名,seng-ki-tai,sing-ki-tai
12268,ōm-chhà-chhà ê chháu,om7-chha3-chha3 e5 chhau2,ōm-tshà-tshà ê tsháu,om7-tsha3-tsha3 e5 tshau2,茂chhà-chhà的草,茂tshà-tshà的草,荒煙漫草,匿名,om-chha-chha e chhau,om-tsha-tsha e tshau
12269,kun-sū chu-liāu,kun-su7 chu-liau7,kun-sū tsu-liāu,kun-su7 tsu-liau7,軍事資料,軍事資料,軍事資料,匿名,kun-su chu-liau,kun-su tsu-liau
12270,Jī-chiàn,Ji7-chian3,Jī-tsiàn,Ji7-tsian3,二戰,二戰,二戰,匿名,Ji-chian,Ji-tsian
12271,lé-pài-sî-á,le2-pai3-si5-a2,lé-pài-sî-á,le2-pai3-si5-a2,禮拜時仔,禮拜時仔,星期日,匿名,le-pai-si-a,le-pai-si-a
12272,lé-pài,le2-pai3,lé-pài,le2-pai3,禮拜,禮拜,星期日,匿名,le-pai,le-pai
12273,lé-pài-sî-á,le2-pai3-si5-a2,lé-pài-sî-á,le2-pai3-si5-a2,禮拜時仔,禮拜時仔,星期天,匿名,le-pai-si-a,le-pai-si-a
12274,pài-la̍k lé-pài,pai3-lak8 le2-pai3,pài-la̍k lé-pài,pai3-lak8 le2-pai3,拜六禮拜,拜六禮拜,週末,匿名,pai-lak le-pai,pai-lak le-pai
12275,lé-pài,le2-pai3,lé-pài,le2-pai3,禮拜,禮拜,週日,匿名,le-pai,le-pai
12276,lé-pài-sî-á,le2-pai3-si5-a2,lé-pài-sî-á,le2-pai3-si5-a2,禮拜時仔,禮拜時仔,週日,匿名,le-pai-si-a,le-pai-si-a
12277,pài-ji̍t,pai3-jit8,pài-ji̍t,pai3-jit8,拜日,拜日,週日,匿名,pai-jit,pai-jit
12278,lé-pài-ji̍t,le2-pai3-jit8,lé-pài-ji̍t,le2-pai3-jit8,禮拜日,禮拜日,週日,匿名,le-pai-jit,le-pai-jit
12279,miâ-siaⁿ chin tháu,mia5-siann chin thau2,miâ-siann tsin tháu,mia5-siann tsin thau2,名聲真敨,名聲真敨,聲名遠播,匿名,mia-sia chin thau,mia-siann tsin thau
12280,làu-khùi-làu-tak,lau3-khui3-lau3-tak,làu-khuì-làu-tak,lau3-khui3-lau3-tak,落氣落觸,落氣落觸,出糗,匿名,lau-khui-lau-tak,lau-khui-lau-tak
12281,tu-hong-chìⁿ-chúi,tu-hong-chinn3-chui2,tu-hong-tsìnn-tsuí,tu-hong-tsinn3-tsui2,㧣風搢水,㧣風搢水,乘風破浪,匿名,tu-hong-chi-chui,tu-hong-tsinn-tsui
12282,gia̍h-ngē-ko,giah8-nge7-ko,gia̍h-ngē-ko,giah8-nge7-ko,攑硬篙,攑硬篙,唱反調,匿名,giah-nge-ko,giah-nge-ko
12283,gâi-chîⁿ,gai5-chinn5,gâi-tsînn,gai5-tsinn5,騃錢,騃錢,假錢,匿名,gai-chi,gai-tsinn
12284,tōa-him sái gâi-chîⁿ,toa7-him sai2 gai5-chinn5,tuā-him sái gâi-tsînn,tua7-him sai2 gai5-tsinn5,大廞使騃錢,大廞使騃錢,虛張聲勢,匿名,toa-him sai gai-chi,tua-him sai gai-tsinn
12285,tám-hàn,tam2-han3,tám-hàn,tam2-han3,膽漢,膽漢,魄力,匿名,tam-han,tam-han
12286,chiú-khong,chiu2-khong,tsiú-khong,tsiu2-khong,酒悾,酒悾,酒喝到傻,匿名,chiu-khong,tsiu-khong
12287,phok-tōng,phok-tong7,phok-tōng,phok-tong7,搏動,搏動,搏動,匿名,phok-tong,phok-tong
12288,chi̍t pha hóe,chit8 pha hoe2,tsi̍t pha hué,tsit8 pha hue2,一葩火,一葩火,一盞燈,匿名,chit pha hoe,tsit pha hue
12289,bōng-un-pōe-gī,bong7-un-poe7-gi7,bōng-un-puē-gī,bong7-un-pue7-gi7,忘恩背義,忘恩背義,忘恩負義,匿名,bong-un-poe-gi,bong-un-pue-gi
12290,siaⁿ-kak,siann-kak,siann-kak,siann-kak,聲角,聲角,聲優,匿名,sia-kak,siann-kak
12291,kàu-tè,kau3-te3,kàu-tè,kau3-te3,到塊,到塊,到達目的地,匿名,kau-te,kau-te
12292,khí ka-iam,khi2 ka-iam,khí ka-iam,khi2 ka-iam,起交陰,起交陰,發冷,匿名,khi ka-iam,khi ka-iam
12293,kiù-si̍t,kiu3-sit8,kiù-si̍t,kiu3-sit8,究實,究實,究竟,匿名,kiu-sit,kiu-sit
12294,kiù-chin,kiu3-chin,kiù-tsin,kiu3-tsin,究真,究真,究竟,匿名,kiu-chin,kiu-tsin
12295,kiù-kî-si̍t,kiu3-ki5-sit8,kiù-kî-si̍t,kiu3-ki5-sit8,究其實,究其實,究竟,匿名,kiu-ki-sit,kiu-ki-sit
12296,kiù-jiân,kiu3-jian5,kiù-jiân,kiu3-jian5,究然,究然,畢竟,匿名,kiu-jian,kiu-jian
12297,ke̍k-ke̍k,kek8-kek8,ki̍k-ki̍k,kik8-kik8,極極,極極,畢竟,匿名,kek-kek,kik-kik
12298,kiù-kî-jiân,kiu3-ki5-jian5,kiù-kî-jiân,kiu3-ki5-jian5,究其然,究其然,畢竟,匿名,kiu-ki-jian,kiu-ki-jian
12299,kiù-jiân,kiu3-jian5,kiù-jiân,kiu3-jian5,究然,究然,畢竟,匿名,kiu-jian,kiu-jian
12300,sûi-pī,sui5-pi7,suî-pī,sui5-pi7,隨備,隨備,快取,匿名,sui-pi,sui-pi
12301,hòa-kéng,hoa3-keng2,huà-kíng,hua3-king2,化景,化景,噱頭,匿名,hoa-keng,hua-king
12302,kiù-si̍t,kiu3-sit8,kiù-si̍t,kiu3-sit8,究實,究實,其實,匿名,kiu-sit,kiu-sit
12303,chheng-thian-pe̍k-ji̍t,chheng-thian-pek8-jit8,tshing-thian-pi̍k-ji̍t,tshing-thian-pik8-jit8,青天白日,青天白日,大白天,匿名,chheng-thian-pek-jit,tshing-thian-pik-jit
12304,bú-chheng,bu2-chheng,bú-tshing,bu2-tshing,武青,武青,憤青,匿名,bu-chheng,bu-tshing
12305,khui-á,khui-a2,khui-á,khui-a2,開仔,開仔,酷兒,匿名,khui-a,khui-a
12306,cháu-chhia-le̍k-lō͘,chau2-chhia-lek8-loo7,tsáu-tshia-li̍k-lōo,tsau2-tshia-lik8-loo7,走車碌路,走車碌路,舟車勞頓,匿名,chau-chhia-lek-lo,tsau-tshia-lik-loo
12307,hun-bah,hun-bah,hun-bah,hun-bah,薰肉,薰肉,培根,匿名,hun-bah,hun-bah
12308,thuh-sái-koaⁿ,thuh-sai2-koann,thuh-sái-kuann,thuh-sai2-kuann,黜屎官,黜屎官,鏟屎官,匿名,thuh-sai-koa,thuh-sai-kuann
12309,tam-su-iâⁿ,tam-su-iann5,tam-su-iânn,tam-su-iann5,擔輸贏,擔輸贏,願賭服輸,匿名,tam-su-ia,tam-su-iann
12310,lú-sèng-chú-gī,lu2-seng3-chu2-gi7,lú-sìng-tsú-gī,lu2-sing3-tsu2-gi7,女性主義,女性主義,女性主義,匿名,lu-seng-chu-gi,lu-sing-tsu-gi
12311,lo̍h-chng,loh8-chng,lo̍h-tsng,loh8-tsng,落妝,落妝,卸妝,匿名,loh-chng,loh-tsng
12312,pheng-tòa,pheng-toa3,phing-tuà,phing-tua3,繃帶,繃帶,繃帶,匿名,pheng-toa,phing-tua
12313,han-chî-oân,han-chi5-oan5,han-tsî-uân,han-tsi5-uan5,番薯丸,番薯丸,地瓜球,匿名,han-chi-oan,han-tsi-uan
12314,āⁿ-so͘-kiû,ann7-soo-kiu5,ānn-soo-kiû,ann7-soo-kiu5,餡酥球,餡酥球,泡芙,匿名,a-so-kiu,ann-soo-kiu
12315,seng-si̍t,seng-sit8,sing-si̍t,sing-sit8,生殖,生殖,生殖,匿名,seng-sit,sing-sit
12316,hoâiⁿ-koàn kong-lō͘,hoainn5-koan3 kong-loo7,huâinn-kuàn kong-lōo,huainn5-kuan3 kong-loo7,橫貫公路,橫貫公路,橫貫公路,匿名,hoai-koan kong-lo,huainn-kuan kong-loo
12317,lâm-hoâiⁿ kong-lō͘,lam5-hoainn5 kong-loo7,lâm-huâinn kong-lōo,lam5-huainn5 kong-loo7,南橫公路,南橫公路,南橫公路,匿名,lam-hoai kong-lo,lam-huainn kong-loo
12318,khì-pó tô-bông,khi3-po2 to5-bong5,khì-pó tô-bông,khi3-po2 to5-bong5,棄保逃亡,棄保逃亡,棄保潛逃,匿名,khi-po to-bong,khi-po to-bong
12319,chiok ài,chiok ai3,tsiok ài,tsiok ai3,足愛,足愛,很喜歡,匿名,chiok ai,tsiok ai
12320,to̍k-sûn,tok8-sun5,to̍k-sûn,tok8-sun5,獨巡,獨巡,單眼皮,匿名,tok-sun,tok-sun
12321,lāi-têng-sûn,lai7-teng5-sun5,lāi-tîng-sûn,lai7-ting5-sun5,內重巡,內重巡,內雙眼皮,匿名,lai-teng-sun,lai-ting-sun
12322,gán-sûn,gan2-sun5,gán-sûn,gan2-sun5,眼巡,眼巡,眼線,匿名,gan-sun,gan-sun
12323,bâi-pit,bai5-pit,bâi-pit,bai5-pit,眉筆,眉筆,眉筆,匿名,bai-pit,bai-pit
12324,kiáu-sek,kiau2-sek,kiáu-sik,kiau2-sik,攪色,攪色,調色,匿名,kiau-sek,kiau-sik
12325,kiáu-sek-pôaⁿ-á,kiau2-sek-poann5-a2,kiáu-sik-puânn-á,kiau2-sik-puann5-a2,攪色盤仔,攪色盤仔,調色盤,匿名,kiau-sek-poa-a,kiau-sik-puann-a
12326,chē-o͘-tó͘-bái,che7-oo-too2-bai2,tsē-oo-tóo-bái,tse7-oo-too2-bai2,坐o͘-tó͘-bái,坐oo-tóo-bái,騎機車,匿名,che-o-to-bai,tse-oo-too-bai
12327,thán-chhiò-siû,than2-chhio3-siu5,thán-tshiò-siû,than2-tshio3-siu5,坦笑泅,坦笑泅,仰式,匿名,than-chhio-siu,than-tshio-siu
12328,ô͘-tia̍p-siû,oo5-tiap8-siu5,ôo-tia̍p-siû,oo5-tiap8-siu5,蝴蝶泅,蝴蝶泅,蝶式,匿名,o-tiap-siu,oo-tiap-siu
12329,ti̍t-chōa-lián,tit8-choa7-lian2,ti̍t-tsuā-lián,tit8-tsua7-lian2,直逝輦,直逝輦,直排輪,匿名,tit-choa-lian,tit-tsua-lian
12330,àn bóe-á-sǹg,an3 boe2-a2-sng3,àn bué-á-sǹg,an3 bue2-a2-sng3,按尾仔算,按尾仔算,倒數計時,匿名,an boe-a-sng,an bue-a-sng
12331,tò-thâu-sǹg,to3-thau5-sng3,tò-thâu-sǹg,to3-thau5-sng3,倒頭算,倒頭算,倒數計時,匿名,to-thau-sng,to-thau-sng
12332,sî-kan tò-sǹg,si5-kan to3-sng3,sî-kan tò-sǹg,si5-kan to3-sng3,時間倒算,時間倒算,倒數計時,匿名,si-kan to-sng,si-kan to-sng
12333,liông-kut tōng-bu̍t,liong5-kut tong7-but8,liông-kut tōng-bu̍t,liong5-kut tong7-but8,龍骨動物,龍骨動物,脊椎動物,匿名,liong-kut tong-but,liong-kut tong-but
12334,chia̍h-leng tōng-bu̍t,chiah8-leng tong7-but8,tsia̍h-ling tōng-bu̍t,tsiah8-ling tong7-but8,食奶動物,食奶動物,哺乳動物,匿名,chiah-leng tong-but,tsiah-ling tong-but
12335,chhī-leng tōng-bu̍t,chhi7-leng tong7-but8,tshī-ling tōng-bu̍t,tshi7-ling tong7-but8,飼奶動物,飼奶動物,哺乳動物,匿名,chhi-leng tong-but,tshi-ling tong-but
12336,ū liōng-kut ê tōng-bu̍t,u7 liong7-kut e5 tong7-but8,ū liōng-kut ê tōng-bu̍t,u7 liong7-kut e5 tong7-but8,有龍骨个動物,有龍骨个動物,脊椎動物,匿名,u liong-kut e tong-but,u liong-kut e tong-but
12337,Ái-tò͘,Ai2-too3,Ái-tòo,Ai2-too3,idol,idol,偶像,匿名,Ai-to,Ai-too
12338,kàu-chú,kau3-chu2,kàu-tsú,kau3-tsu2,教主,教主,偶像,匿名,kau-chu,kau-tsu
12339,phah chu-á,phah chu-a2,phah tsu-á,phah tsu-a2,拍珠仔,拍珠仔,打彈珠,匿名,phah chu-a,phah tsu-a
12340,ī chu-á,i7 chu-a2,ī tsu-á,i7 tsu-a2,奕珠仔,奕珠仔,打彈珠,匿名,i chu-a,i tsu-a
12341,tia̍k kim-chu-á,tiak8 kim-chu-a2,tia̍k kim-tsu-á,tiak8 kim-tsu-a2,擉金珠仔,擉金珠仔,打彈珠,匿名,tiak kim-chu-a,tiak kim-tsu-a
12342,tia̍k-chin-chu-á,tiak8-chin-chu-a2,tia̍k-tsin-tsu-á,tiak8-tsin-tsu-a2,擉真珠仔,擉真珠仔,打彈珠,匿名,tiak-chin-chu-a,tiak-tsin-tsu-a
12343,sńg po-lê-chu-á,sng2 po-le5-chu-a2,sńg po-lê-tsu-á,sng2 po-le5-tsu-a2,耍玻璃珠仔,耍玻璃珠仔,打彈珠,匿名,sng po-le-chu-a,sng po-le-tsu-a
12344,chháu-thiúⁿ-á-hî,chhau2-thiunn2-a2-hi5,tsháu-thiúnn-á-hî,tshau2-thiunn2-a2-hi5,草丑仔魚,草丑仔魚,小丑魚,匿名,chhau-thiu-a-hi,tshau-thiunn-a-hi
12345,ba̍k-bóe khan tiān-sòaⁿ,bak8-boe2 khan tian7-soann3,ba̍k-bué khan tiān-suànn,bak8-bue2 khan tian7-suann3,目尾牽電線,目尾牽電線,調情,匿名,bak-boe khan tian-soa,bak-bue khan tian-suann
12346,ba̍k-sîn sio-phah-tiān,bak8-sin5 sio-phah-tian7,ba̍k-sîn sio-phah-tiān,bak8-sin5 sio-phah-tian7,目神相拍電,目神相拍電,調情,匿名,bak-sin sio-phah-tian,bak-sin sio-phah-tian
12347,bê-chiòng,be5-chiong3,bê-tsiòng,be5-tsiong3,迷眾,迷眾,粉絲,匿名,be-chiong,be-tsiong
12348,tê-ló͘-nn̄g,te5-loo2-nng7,tê-lóo-nn̄g,te5-loo2-nng7,茶滷卵,茶滷卵,茶葉蛋,匿名,te-lo-nn̄g,te-loo-nn̄g
12349,póe-hōe,poe2-hoe7,pué-huē,pue2-hue7,掰會,掰會,澄清,匿名,poe-hoe,pue-hue
12350,poa̍h-chhàu,poah8-chhau3,pua̍h-tshàu,puah8-tshau3,跋臭,跋臭,鬥臭,匿名,poah-chhau,puah-tshau
