id,poj_unicode,poj_input,kip_unicode,kip_input,hanlo_taibun_poj,hanlo_taibun_kip,hoabun,english,poochhiong_chuliau,muithe_miachheng,hongsang_jitki,liankiat,poj_normalized,kip_normalized
1740,"Gô͘-chhe-khu Hō-thian-kiong ê hiuⁿ-lô͘, bē-kham-tit tōa-la̍t lòng, chi̍t-siaⁿ to̍h tó--khì.","Goo5-chhe-khu Ho7-thian-kiong e5 hiunn-loo5, be7-kham-tit toa7-lat8 long3, chit8-siann toh8 to2--khi3.","Gôo-tshe-khu Hō-thian-kiong ê hiunn-lôo, bē-kham-tit tuā-la̍t lòng, tsi̍t-siann to̍h tó--khì.","Goo5-tshe-khu Ho7-thian-kiong e5 hiunn-loo5, be7-kham-tit tua7-lat8 long3, tsit8-siann toh8 to2--khi3.",梧棲區浩天宮ê香爐，袂堪得大力挵，一聲就倒--去,梧棲區浩天宮ê香爐，袂堪得大力挵，一聲就倒--去,梧棲區浩天宮的香爐，禁不住強大撞擊力道，應聲倒地,,,【民視台灣學堂】台語講世事,2019.01.31,https://youtu.be/JcNbBhwVSXA,"Go-chhe-khu Ho-thian-kiong e hiu-lo, be-kham-tit toa-lat long, chit-sia toh to--khi.","Goo-tshe-khu Ho-thian-kiong e hiunn-loo, be-kham-tit tua-lat long, tsit-siann toh to--khi."
1741,"Hiuⁿ-lô͘-hīⁿ hit chiah kim-liông ngē ho͘ áu-tn̄g--khì, ta̍k-ke sio-khòaⁿ siòng-lâi-siòng-khì, m̄-chai beh án-chóaⁿ.","Hiunn-loo5-hinn7 hit chiah kim-liong5 nge7 hoo au2-tng7--khi3, tak8-ke sio-khoann3 siong3-lai5-siong3-khi3, m7-chai beh an2-choann2.","Hiunn-lôo-hīnn hit tsiah kim-liông ngē hoo áu-tn̄g--khì, ta̍k-ke sio-khuànn siòng-lâi-siòng-khì, m̄-tsai beh án-tsuánn.","Hiunn-loo5-hinn7 hit tsiah kim-liong5 nge7 hoo au2-tng7--khi3, tak8-ke sio-khuann3 siong3-lai5-siong3-khi3, m7-tsai beh an2-tsuann2.",香爐耳彼隻金龍硬予拗斷--去，逐家相看siòng來siòng去，毋知欲按怎,香爐耳彼隻金龍硬予拗斷--去，逐家相看siòng來siòng去，毋知欲按怎,香爐側邊鑲上的龍雕硬生生折斷，大家面面相覻，不知如何是好,,,【民視台灣學堂】台語講世事,2019.01.31,https://youtu.be/JcNbBhwVSXA,"Hiu-lo-hi hit chiah kim-liong nge ho au-tn̄g--khi, tak-ke sio-khoa siong-lai-siong-khi, m̄-chai beh an-choa.","Hiunn-loo-hinn hit tsiah kim-liong nge hoo au-tn̄g--khi, tak-ke sio-khuann siong-lai-siong-khi, m̄-tsai beh an-tsuann."
1742,"Thâu-hiuⁿ chhiúⁿ ū, kám-chêng sa bô.","Thau5-hiunn chhiunn2 u7, kam2-cheng5 sa bo5.","Thâu-hiunn tshiúnn ū, kám-tsîng sa bô.","Thau5-hiunn tshiunn2 u7, kam2-tsing5 sa bo5.",頭香搶有，感情捎無,頭香搶有，感情捎無,頭香易得，感情卻難以捉摸,,,【民視台灣學堂】台語講世事,2019.01.31,https://youtu.be/JcNbBhwVSXA,"Thau-hiu chhiu u, kam-cheng sa bo.","Thau-hiunn tshiunn u, kam-tsing sa bo."
1743,"Thâu-hiuⁿ sī sûi-lâng sin-chiaⁿ chhah ê thâu chi̍t châng hiuⁿ, ū-sim siōng iàu-kín","Thau5-hiunn si7 sui5-lang5 sin-chiann chhah e5 thau5 chit8 chang5 hiunn, u7-sim siong7 iau3-kin2","Thâu-hiunn sī suî-lâng sin-tsiann tshah ê thâu tsi̍t tsâng hiunn, ū-sim siōng iàu-kín","Thau5-hiunn si7 sui5-lang5 sin-tsiann tshah e5 thau5 tsit8 tsang5 hiunn, u7-sim siong7 iau3-kin2",頭香是隨人新正插ê第一欉香，有心上要緊,頭香是隨人新正插ê第一欉香，有心上要緊,頭香是個人新年所插的第一柱香，心意最重要,,,【民視台灣學堂】台語講世事,2019.01.31,https://youtu.be/JcNbBhwVSXA,"Thau-hiu si sui-lang sin-chia chhah e thau chit chang hiu, u-sim siong iau-kin","Thau-hiunn si sui-lang sin-tsiann tshah e thau tsit tsang hiunn, u-sim siong iau-kin"
1744,kè-nî-kè-iāu,ke3-ni5-ke3-iau7,kè-nî-kè-iāu,ke3-ni5-ke3-iau7,過年過iāu,過年過iāu,過年,,,【民視台灣學堂】台語講世事,2019.01.31,https://youtu.be/JcNbBhwVSXA,ke-ni-ke-iau,ke-ni-ke-iau
1745,kòe-nî-kòe-iāu,koe3-ni5-koe3-iau7,kuè-nî-kuè-iāu,kue3-ni5-kue3-iau7,過年過iāu,過年過iāu,過年,,,【民視台灣學堂】台語講世事,2019.01.31,https://youtu.be/JcNbBhwVSXA,koe-ni-koe-iau,kue-ni-kue-iau
1746,chiap-sîn,chiap-sin5,tsiap-sîn,tsiap-sin5,接神,接神,接神,,,【民視台灣學堂】台語講世事,2019.01.31,https://youtu.be/JcNbBhwVSXA,chiap-sin,tsiap-sin
1747,chih-sîn,chih-sin5,tsih-sîn,tsih-sin5,接神,接神,接神,,,【民視台灣學堂】台語講世事,2019.01.31,https://youtu.be/JcNbBhwVSXA,chih-sin,tsih-sin
1748,iúⁿ-pûi,iunn2-pui5,iúnn-puî,iunn2-pui5,舀肥,舀肥,撈肥料,,,【民視台灣學堂】台語講世事,2019.01.31,https://youtu.be/JcNbBhwVSXA,iu-pui,iunn-pui
1749,teng-kâu,teng-kau5,ting-kâu,ting-kau5,燈猴,燈猴,燈架,,,【民視台灣學堂】台語講世事,2019.01.31,https://youtu.be/JcNbBhwVSXA,teng-kau,ting-kau
1750,ang-kè-toh,ang-ke3-toh,ang-kè-toh,ang-ke3-toh,尪架桌,尪架桌,神明燈,,,【民視台灣學堂】台語講世事,2019.01.31,https://youtu.be/JcNbBhwVSXA,ang-ke-toh,ang-ke-toh
1751,siú-nî,siu2-ni5,siú-nî,siu2-ni5,守年,守年,守歲,,,【民視台灣學堂】台語講世事,2019.01.31,https://youtu.be/JcNbBhwVSXA,siu-ni,siu-ni
1752,thó͘-tī-kong,thoo2-ti7-kong,thóo-tī-kong,thoo2-ti7-kong,土地公,土地公,土地公,,,【民視台灣學堂】台語講世事,2019.01.31,https://youtu.be/JcNbBhwVSXA,tho-ti-kong,thoo-ti-kong
1753,hoan-tiám,hoan-tiam2,huan-tiám,huan-tiam2,翻點,翻點,過十二點,,,【民視台灣學堂】台語講世事,2019.01.31,https://youtu.be/JcNbBhwVSXA,hoan-tiam,huan-tiam
1754,thòaⁿ--khūi,thoann3--khui7,thuànn--khuī,thuann3--khui7,湠開,湠開,散佈,,,【民視台灣學堂】台語講世事,2019.02.14,https://youtu.be/fufIvcsM9tw,thoa--khui,thuann--khui
1755,Chha̍t khah ok lâng,Chhat8 khah ok lang5,Tsha̍t khah ok lâng,Tshat8 khah ok lang5,賊較惡人,賊較惡人,,,,【民視台灣學堂】台語講世事,2019.02.14,https://youtu.be/fufIvcsM9tw,Chhat khah ok lang,Tshat khah ok lang
1756,"Goân-chá ê kiōng-hiáng/kiōng-hióng, tāi-pō͘-hūn sī in-ūi beh séng kau-thong-hùi chiah chē kāng chi̍t tâi chhia, iah-sī sòe kâng chi̍t keng chhù téng-téng.","Goan5-cha2 e5 kiong7-hiang2/kiong7-hiong2, tai7-poo7-hun7 si7 in-ui7 beh seng2 kau-thong-hui3 chiah che7 kang7 chit8 tai5 chhia, iah-si7 soe3 kang5 chit8 keng chhu3 teng2-teng2.","Guân-tsá ê kiōng-hiáng/kiōng-hióng, tāi-pōo-hūn sī in-uī beh síng kau-thong-huì tsiah tsē kāng tsi̍t tâi tshia, iah-sī suè kâng tsi̍t king tshù tíng-tíng.","Guan5-tsa2 e5 kiong7-hiang2/kiong7-hiong2, tai7-poo7-hun7 si7 in-ui7 beh sing2 kau-thong-hui3 tsiah tse7 kang7 tsit8 tai5 tshia, iah-si7 sue3 kang5 tsit8 king tshu3 ting2-ting2.",原早ê共享，大部份是因為欲省交通費才坐仝一台車，抑是稅仝一間厝等等,原早ê共享，大部份是因為欲省交通費才坐仝一台車，抑是稅仝一間厝等等,以往的共享，大多是為了省交通費而共乘汽車，或是共同租屋等等,,,【民視台灣學堂】台語講世事,2019.02.14,https://youtu.be/fufIvcsM9tw,"Goan-cha e kiong-hiang/kiong-hiong, tai-po-hun si in-ui beh seng kau-thong-hui chiah che kang chit tai chhia, iah-si soe kang chit keng chhu teng-teng.","Guan-tsa e kiong-hiang/kiong-hiong, tai-poo-hun si in-ui beh sing kau-thong-hui tsiah tse kang tsit tai tshia, iah-si sue kang tsit king tshu ting-ting."
1757,"Chit ê a-tok-á phah-khui kài-bīn, soán-te̍k bé be̍h-á-chiú/bì-lù, ōe-bīn tiō/tō ē hián-sī chit-má êng-sian-sian ê lâng.","Chit e5 a-tok-a2 phah-khui kai3-bin7, soan2-tek8 be2 beh8-a2-chiu2/bi3-lu3, oe7-bin7 tio7/to7 e7 hian2-si7 chit-ma2 eng5-sian-sian e5 lang5.","Tsit ê a-tok-á phah-khui kài-bīn, suán-ti̍k bé be̍h-á-tsiú/bì-lù, uē-bīn tiō/tō ē hián-sī tsit-má îng-sian-sian ê lâng.","Tsit e5 a-tok-a2 phah-khui kai3-bin7, suan2-tik8 be2 beh8-a2-tsiu2/bi3-lu3, ue7-bin7 tio7/to7 e7 hian2-si7 tsit-ma2 ing5-sian-sian e5 lang5.",這人阿啄仔拍開介面，選擇買麥仔酒，畫面就會顯示這馬閒仙仙ê人,這人阿啄仔拍開介面，選擇買麥仔酒，畫面就會顯示這馬閒仙仙ê人,這位老外打開介面，點選購買啤酒，畫面上就會顯示現在有空的人,,,【民視台灣學堂】台語講世事,2019.02.14,https://youtu.be/fufIvcsM9tw,"Chit e a-tok-a phah-khui kai-bin, soan-tek be beh-a-chiu/bi-lu, oe-bin tio/to e hian-si chit-ma eng-sian-sian e lang.","Tsit e a-tok-a phah-khui kai-bin, suan-tik be beh-a-tsiu/bi-lu, ue-bin tio/to e hian-si tsit-ma ing-sian-sian e lang."
1758,"Chit ê a-tok-á ài hù ê hùi-iōng kè-kiōng sī siong-phín kè-siàu, ho̍k-bū-hùi, kap ūn-hùi, khòaⁿ--khí-lâi káⁿ-ná só͘-hùi siong-tiōng.","Chit e5 a-tok-a2 ai3 hu3 e5 hui3-iong7 ke3-kiong7 si7 siong-phin2 ke3-siau3, hok8-bu7-hui3, kap un7-hui3, khoann3--khi2-lai5 kann2-na2 soo2-hui3 siong-tiong7.","Tsit ê a-tok-á ài hù ê huì-iōng kè-kiōng sī siong-phín kè-siàu, ho̍k-bū-huì, kap ūn-huì, khuànn--khí-lâi kánn-ná sóo-huì siong-tiōng.","Tsit e5 a-tok-a2 ai3 hu3 e5 hui3-iong7 ke3-kiong7 si7 siong-phin2 ke3-siau3, hok8-bu7-hui3, kap un7-hui3, khuann3--khi2-lai5 kann2-na2 soo2-hui3 siong-tiong7.",這个阿啄仔ài付ê費用計共是商品價數、服務費，佮運費，看--起來敢若所費傷重,這个阿啄仔ài付ê費用計共是商品價數、服務費，佮運費，看--起來敢若所費傷重,老外被收取的費用總共是商品價格、服務費，和運送費用，看起來好像很貴,,,【民視台灣學堂】台語講世事,2019.02.14,https://youtu.be/fufIvcsM9tw,"Chit e a-tok-a ai hu e hui-iong ke-kiong si siong-phin ke-siau, hok-bu-hui, kap un-hui, khoa--khi-lai ka-na so-hui siong-tiong.","Tsit e a-tok-a ai hu e hui-iong ke-kiong si siong-phin ke-siau, hok-bu-hui, kap un-hui, khuann--khi-lai kann-na soo-hui siong-tiong."
1759,"Iáu-m̄-koh kap Bí-kok kùi-sam-sam/kùi-som-som ê chhah-chhia-hùi pí--khí-lâi, chit-hāng ho̍k-bū khah ē-hô","Iau2-m7-koh kap Bi2-kok kui3-sam-sam/kui3-som-som e5 chhah-chhia-hui3 pi2--khi2-lai5, chit-hang7 hok8-bu7 khah e7-ho5","Iáu-m̄-koh kap Bí-kok kuì-sam-sam/kuì-som-som ê tshah-tshia-huì pí--khí-lâi, tsit-hāng ho̍k-bū khah ē-hô","Iau2-m7-koh kap Bi2-kok kui3-sam-sam/kui3-som-som e5 tshah-tshia-hui3 pi2--khi2-lai5, tsit-hang7 hok8-bu7 khah e7-ho5",猶毋過佮美國貴參參ê插車費比--起來，這項服務較會和,猶毋過佮美國貴參參ê插車費比--起來，這項服務較會和,但因為美國的停車費用極高，相比之下，這項服務划算許多,,,【民視台灣學堂】台語講世事,2019.02.14,https://youtu.be/fufIvcsM9tw,"Iau-m̄-koh kap Bi-kok kui-sam-sam/kui-som-som e chhah-chhia-hui pi--khi-lai, chit-hang hok-bu khah e-ho","Iau-m̄-koh kap Bi-kok kui-sam-sam/kui-som-som e tshah-tshia-hui pi--khi-lai, tsit-hang hok-bu khah e-ho"
1760,"Bô-ài ê mi̍h-kiāⁿ iah-sī êng-êng ê sî-kan, lóng ē-sái kiōng-hiáng/kiōng-hióng iah-sī kā lâng tàu-saⁿ-kāng","Bo5-ai3 e5 mih8-kiann7 iah-si7 eng5-eng5 e5 si5-kan, long2 e7-sai2 kiong7-hiang2/kiong7-hiong2 iah-si7 ka7 lang5 tau3-sann-kang7","Bô-ài ê mi̍h-kiānn iah-sī îng-îng ê sî-kan, lóng ē-sái kiōng-hiáng/kiōng-hióng iah-sī kā lâng tàu-sann-kāng","Bo5-ai3 e5 mih8-kiann7 iah-si7 ing5-ing5 e5 si5-kan, long2 e7-sai2 kiong7-hiang2/kiong7-hiong2 iah-si7 ka7 lang5 tau3-sann-kang7",無愛ê物件抑是閒閒ê時間，攏會使共享抑是kā人鬥相共,無愛ê物件抑是閒閒ê時間，攏會使共享抑是kā人鬥相共,不要的東西或是有空閒的時間，都可以共享或是幫忙他人,,,【民視台灣學堂】台語講世事,2019.02.14,https://youtu.be/fufIvcsM9tw,"Bo-ai e mih-kia iah-si eng-eng e si-kan, long e-sai kiong-hiang/kiong-hiong iah-si ka lang tau-sa-kang","Bo-ai e mih-kiann iah-si ing-ing e si-kan, long e-sai kiong-hiang/kiong-hiong iah-si ka lang tau-sann-kang"
1761,"Kā chhia kau hō͘--in, hā-pan ê sî koh soán-te̍k kau chhia ê tē-tiám, tiō/tō ē-sái kā chhōe chhia-ūi ê sî-kan séng--lo̍h-lâi.","Ka7 chhia kau hoo7--in, ha7-pan e5 si5 koh soan2-tek8 kau chhia e5 te7-tiam2, tio7/to7 e7-sai2 ka7 chhoe7 chhia-ui7 e5 si5-kan seng2--loh8-lai5.","Kā tshia kau hōo--in, hā-pan ê sî koh suán-ti̍k kau tshia ê tē-tiám, tiō/tō ē-sái kā tshuē tshia-uī ê sî-kan síng--lo̍h-lâi.","Ka7 tshia kau hoo7--in, ha7-pan e5 si5 koh suan2-tik8 kau tshia e5 te7-tiam2, tio7/to7 e7-sai2 ka7 tshue7 tshia-ui7 e5 si5-kan sing2--loh8-lai5.",kā車交予--in，下班ê時間閣選擇交車ê地點，就會使kā揣車位ê時間省--落-來,kā車交予--in，下班ê時間閣選擇交車ê地點，就會使kā揣車位ê時間省--落-來,將車交給他們，下班時再點選交車的地點，就可以省下找車位的時間。,,,【民視台灣學堂】台語講世事,2019.02.14,https://youtu.be/fufIvcsM9tw,"Ka chhia kau ho--in, ha-pan e si koh soan-tek kau chhia e te-tiam, tio/to e-sai ka chhoe chhia-ui e si-kan seng--loh-lai.","Ka tshia kau hoo--in, ha-pan e si koh suan-tik kau tshia e te-tiam, tio/to e-sai ka tshue tshia-ui e si-kan sing--loh-lai."
1762,khiáu-chhiú-ki-á,khiau2-chhiu2-ki-a2,khiáu-tshiú-ki-á,khiau2-tshiu2-ki-a2,巧手機仔,巧手機仔,智慧型手機,,,【民視台灣學堂】台語講世事,2019.02.14,https://youtu.be/fufIvcsM9tw,khiau-chhiu-ki-a,khiau-tshiu-ki-a
1763,tōa-sò͘-kù,toa7-soo3-ku3,tuā-sòo-kù,tua7-soo3-ku3,大數據,大數據,大數據,,,【民視台灣學堂】台語講世事,2019.02.14,https://youtu.be/fufIvcsM9tw,toa-so-ku,tua-soo-ku
1764,khiām-tóng-àn,khiam7-tong2-an3,khiām-tóng-àn,khiam7-tong2-an3,儉檔案,儉檔案,存檔,,,【民視台灣學堂】台語講世事,2019.02.14,https://youtu.be/fufIvcsM9tw,khiam-tong-an,khiam-tong-an
1765,kiōng-hióng,kiong7-hiong2,kiōng-hióng,kiong7-hiong2,共享,共享,共享,,,【民視台灣學堂】台語講世事,2019.02.14,https://youtu.be/fufIvcsM9tw,kiong-hiong,kiong-hiong
1766,hiōng-hiáng,hiong7-hiang2,hiōng-hiáng,hiong7-hiang2,共享,共享,共享,,,【民視台灣學堂】台語講世事,2019.02.14,https://youtu.be/fufIvcsM9tw,hiong-hiang,hiong-hiang
1767,kè-kiōng,ke3-kiong7,kè-kiōng,ke3-kiong7,計共,計共,共計,,,【民視台灣學堂】台語講世事,2019.02.14,https://youtu.be/fufIvcsM9tw,ke-kiong,ke-kiong
1768,chóng-kiōng,chong2-kiong7,tsóng-kiōng,tsong2-kiong7,總共,總共,總共,,,【民視台灣學堂】台語講世事,2019.02.14,https://youtu.be/fufIvcsM9tw,chong-kiong,tsong-kiong
1769,ha̍p-kè,hap8-ke3,ha̍p-kè,hap8-ke3,合計,合計,合計,,,【民視台灣學堂】台語講世事,2019.02.14,https://youtu.be/fufIvcsM9tw,hap-ke,hap-ke
1770,thàu-lām,thau3-lam7,thàu-lām,thau3-lam7,透濫,透濫,混合,,,【民視台灣學堂】台語講世事,2019.02.14,https://youtu.be/fufIvcsM9tw,thau-lam,thau-lam
1771,chham-lām,chham-lam7,tsham-lām,tsham-lam7,摻濫,摻濫,混合,,,【民視台灣學堂】台語講世事,2019.02.14,https://youtu.be/fufIvcsM9tw,chham-lam,tsham-lam
1772,kau-e̍k,kau-ek8,kau-i̍k,kau-ik8,交易,交易,交易,,,【民視台灣學堂】台語講世事,2019.02.14,https://youtu.be/fufIvcsM9tw,kau-ek,kau-ik
1773,ka-ia̍h,ka-iah8,ka-ia̍h,ka-iah8,交易,交易,熱鬧非凡(商業),,,【民視台灣學堂】台語講世事,2019.02.14,https://youtu.be/fufIvcsM9tw,ka-iah,ka-iah
1774,lāu-sia̍p,lau7-siap8,lāu-sia̍p,lau7-siap8,漏洩,漏洩,洩漏,,,【民視台灣學堂】台語講世事,2019.02.14,https://youtu.be/fufIvcsM9tw,lau-siap,lau-siap
1775,êng-sian-sian,eng5-sian-sian,îng-sian-sian,ing5-sian-sian,閒仙仙,閒仙仙,很閒,,,【民視台灣學堂】台語講世事,2019.02.14,https://youtu.be/fufIvcsM9tw,eng-sian-sian,ing-sian-sian
1776,khiáu-pō͘,khiau2-poo7,khiáu-pōo,khiau2-poo7,巧步,巧步,竅門,,,【民視台灣學堂】台語講世事,2019.02.14,https://youtu.be/fufIvcsM9tw,khiau-po,khiau-poo
1777,"Lí án-ne ka pàng-tiau, m̄ kiaⁿ i koh lâi chhōe/chāu mâ-hoân--o͘h?","Li2 an2-ne ka pang3-tiau, m7 kiann i koh lai5 chhoe7/chau7 ma5-hoan5--ooh?","Lí án-ne ka pàng-tiau, m̄ kiann i koh lâi tshuē/tsāu mâ-huân--ooh?","Li2 an2-ne ka pang3-tiau, m7 kiann i koh lai5 tshue7/tsau7 ma5-huan5--ooh?",你按呢ka放刁，毋驚伊閣來揣/找麻煩喔？,你按呢ka放刁，毋驚伊閣來揣/找麻煩喔？,,,,【民視台灣學堂】台語講世事,2019.02.14,https://youtu.be/fufIvcsM9tw,"Li an-ne ka pang-tiau, m̄ kia i koh lai chhoe/chau ma-hoan--oh?","Li an-ne ka pang-tiau, m̄ kiann i koh lai tshue/tsau ma-huan--ooh?"
1778,"Lí ná hiah sioh-phôe ah, góa sī chiok khin-chhiú--ê neh.","Li2 na2 hiah sioh-phoe5 ah, goa2 si7 chiok khin-chhiu2--e5 neh.","Lí ná hiah sioh-phuê ah, guá sī tsiok khin-tshiú--ê neh.","Li2 na2 hiah sioh-phue5 ah, gua2 si7 tsiok khin-tshiu2--e5 neh.",你哪hiah惜皮啊？我是足輕手--ê neh,你哪hiah惜皮啊？我是足輕手--ê neh,,,,【民視台灣學堂】台語講世事,2019.02.14,https://youtu.be/fufIvcsM9tw,"Li na hiah sioh-phoe ah, goa si chiok khin-chhiu--e neh.","Li na hiah sioh-phue ah, gua si tsiok khin-tshiu--e neh."
1779,"soah-kó͘ ","soah-koo2 ","suah-kóo ","suah-koo2 ",煞鼓,煞鼓,畫下句點/結束,,,【民視台灣學堂】台語講世事,2019.02.21,https://youtu.be/2GYVtk4gL9o,"soah-ko ","suah-koo "
1780,chhoân bē-hù bē,chhoan5 be7-hu3 be7,tshuân bē-hù bē,tshuan5 be7-hu3 be7,chhoân袂赴賣,tshuân袂赴賣,供不應求,,,【民視台灣學堂】台語講世事,2019.02.21,https://youtu.be/2GYVtk4gL9o,chhoan be-hu be,tshuan be-hu be
1781,chi̍t-khûn,chit8-khun5,tsi̍t-khûn,tsit8-khun5,一囷,一囷,捲綁單位,,,【民視台灣學堂】台語講世事,2019.02.21,https://youtu.be/2GYVtk4gL9o,chit-khun,tsit-khun
1782,pâi-chò-hóe,pai5-cho3-hoe2,pâi-tsò-hué,pai5-tso3-hue2,排做伙,排做伙,並列,,,【民視台灣學堂】台語講世事,2019.02.21,https://youtu.be/2GYVtk4gL9o,pai-cho-hoe,pai-tso-hue
1783,chē-ūi,che7-ui7,tsē-uī,tse7-ui7,坐位,坐位,坐上某一個職位,,,【民視台灣學堂】台語講世事,2019.02.21,https://youtu.be/2GYVtk4gL9o,che-ui,tse-ui
1784,"Taⁿ ōaⁿ Bêng-jîn Thian-hông chē-ūi, ū la̍k-cha̍p-sì nî nú ê Chiau-hô sî-tāi mā soah-kó͘--ah","Tann oann7 Beng5-jin5 Thian-hong5 che7-ui7, u7 lak8-chap8-si3 ni5 nu2 e5 Chiau-ho5 si5-tai7 ma7 soah-koo2--ah","Tann uānn Bîng-jîn Thian-hông tsē-uī, ū la̍k-tsa̍p-sì nî nú ê Tsiau-hô sî-tāi mā suah-kóo--ah","Tann uann7 Bing5-jin5 Thian-hong5 tse7-ui7, u7 lak8-tsap8-si3 ni5 nu2 e5 Tsiau-ho5 si5-tai7 ma7 suah-koo2--ah",Taⁿ換明仁天皇坐位，有64年久ê昭和時代嘛煞鼓--矣,Tann換明仁天皇坐位，有64年久ê昭和時代嘛煞鼓--矣,隨著明仁天皇繼位，長逹64年的昭和時代也正式畫下句點,,,【民視台灣學堂】台語講世事,2019.02.21,https://youtu.be/2GYVtk4gL9o,"Ta oa Beng-jin Thian-hong che-ui, u lak-chap-si ni nu e Chiau-ho si-tai ma soah-ko--ah","Tann uann Bing-jin Thian-hong tse-ui, u lak-tsap-si ni nu e Tsiau-ho si-tai ma suah-koo--ah"
1785,"Ta̍k só͘-chāi ê ìn-á tiàm, chi̍t khûn chi̍t khûn ê “Pêng-sêng” ìn-á chhoân bē-hù bē.","Tak8 soo2-chai7 e5 in3-a2 tiam3, chit8 khun5 chit8 khun5 e5 “Peng5-seng5” in3-a2 chhoan5 be7-hu3 be7.","Ta̍k sóo-tsāi ê ìn-á tiàm, tsi̍t khûn tsi̍t khûn ê “Pîng-sîng” ìn-á tshuân bē-hù bē.","Tak8 soo2-tsai7 e5 in3-a2 tiam3, tsit8 khun5 tsit8 khun5 e5 “Ping5-sing5” in3-a2 tshuan5 be7-hu3 be7.",逐所在ê印仔店，一囷一囷ê「平成」印仔chhoân袂赴賣,逐所在ê印仔店，一囷一囷ê「平成」印仔tshuân袂赴賣,各地的印章店裡，一綑一綑的「平成」印章供不應求,,,【民視台灣學堂】台語講世事,2019.02.21,https://youtu.be/2GYVtk4gL9o,"Tak so-chai e in-a tiam, chit khun chit khun e “Peng-seng” in-a chhoan be-hu be.","Tak soo-tsai e in-a tiam, tsit khun tsit khun e “Ping-sing” in-a tshuan be-hu be."
1786,"Nî-hō kái-ōaⁿ, hō͘ hit-tong-sî ê Ji̍t-pún kui-ê loān-chhau-chhau, jû-chháng-chháng.","Ni5-ho7 kai2-oann7, hoo7 hit-tong-si5 e5 Jit8-pun2 kui-e5 loan7-chhau-chhau, ju5-chhang2-chhang2.","Nî-hō kái-uānn, hōo hit-tong-sî ê Ji̍t-pún kui-ê luān-tshau-tshau, jû-tsháng-tsháng.","Ni5-ho7 kai2-uann7, hoo7 hit-tong-si5 e5 Jit8-pun2 kui-e5 luan7-tshau-tshau, ju5-tshang2-tshang2.",年號改換，予彼當時ê日本規个亂chhau-chhau、挐chháng-chháng,年號改換，予彼當時ê日本規个亂tshau-tshau、挐tsháng-tsháng,年號更迭，讓當年日本上下兵荒馬亂,,,【民視台灣學堂】台語講世事,2019.02.21,https://youtu.be/2GYVtk4gL9o,"Ni-ho kai-oa, ho hit-tong-si e Jit-pun kui-e loan-chhau-chhau, ju-chhang-chhang.","Ni-ho kai-uann, hoo hit-tong-si e Jit-pun kui-e luan-tshau-tshau, ju-tshang-tshang."
1787,"Kái-chò nî-hō kap se-goân nî pâi chò-hóe ê hong-sek, khòaⁿ ē bêng koh bián tiau-kang kái.","Kai2-cho3 ni5-ho7 kap se-goan5 ni5 pai5 cho3-hoe2 e5 hong-sek, khoann3 e7 beng5 koh bian2 tiau-kang kai2.","Kái-tsò nî-hō kap se-guân nî pâi tsò-hué ê hong-sik, khuànn ē bîng koh bián tiau-kang kái.","Kai2-tso3 ni5-ho7 kap se-guan5 ni5 pai5 tso3-hue2 e5 hong-sik, khuann3 e7 bing5 koh bian2 tiau-kang kai2.",改做年號佮西元年排做伙ê方式，看會明閣免刁工改,改做年號佮西元年排做伙ê方式，看會明閣免刁工改,改為年號和西元並列的方式，容易辨識又不必再特地修改,,,【民視台灣學堂】台語講世事,2019.02.21,https://youtu.be/2GYVtk4gL9o,"Kai-cho ni-ho kap se-goan ni pai cho-hoe e hong-sek, khoa e beng koh bian tiau-kang kai.","Kai-tso ni-ho kap se-guan ni pai tso-hue e hong-sik, khuann e bing koh bian tiau-kang kai."
1788,"Chò ìn-á--ê bat in-ūi chù-bûn ê liōng chi̍t-ē chē chŏaⁿ khiàm liāu, chit-pái chó tō seng chhoân chē-chē châi-liāu tún khí-lâi khǹg","Cho3 in3-a2--e5 bat in-ui7 chu3-bun5 e5 liong7 chit8-e7 che7 choann9 khiam3 liau7, chit-pai2 cho2 to7 seng chhoan5 che7-che7 chai5-liau7 tun2 khi2-lai5 khng3","Tsò ìn-á--ê bat in-uī tsù-bûn ê liōng tsi̍t-ē tsē tsua̋nn khiàm liāu, tsit-pái tsó tō sing tshuân tsē-tsē tsâi-liāu tún khí-lâi khǹg","Tso3 in3-a2--e5 bat in-ui7 tsu3-bun5 e5 liong7 tsit8-e7 tse7 tsuann9 khiam3 liau7, tsit-pai2 tso2 to7 sing tshuan5 tse7-tse7 tsai5-liau7 tun2 khi2-lai5 khng3",做印仔--ê捌因為注文ê量一下濟chŏaⁿ欠料，這擺早就先chhoân濟濟材料囤起來囥,做印仔--ê捌因為注文ê量一下濟tsua̋nn欠料，這擺早就先tshuân濟濟材料囤起來囥,曾經因為訂單爆量，陷入缺料危機的印章業者，這次早先做好準備囤積大量材料,,,【民視台灣學堂】台語講世事,2019.02.21,https://youtu.be/2GYVtk4gL9o,"Cho in-a--e bat in-ui chu-bun e liong chit-e che choa khiam liau, chit-pai cho to seng chhoan che-che chai-liau tun khi-lai khng","Tso in-a--e bat in-ui tsu-bun e liong tsit-e tse tsua̋nn khiam liau, tsit-pai tso to sing tshuan tse-tse tsai-liau tun khi-lai khng"
