Id,English,EnglishIPA,Afrikaans
3144,"fun","/fˈʌn/","1. amusement, vermaak❄2. genot, plesier"
3145,"function","/fˈʌŋkʃən/","1. loop, werk❄2. funksie❄3. amp"
3146,"fund","/fˈʌnd/","fonds"
3147,"funeral","/fjˈuːnəɹəl/","begrafnis, begrawing"
3148,"funeral","/fjˈuːnəɹəl/","begrafnisstoet"
3149,"funny","/fˈʌni/","amusant"
3150,"furlough","/fˈɜːləʊ/","verlof"
3151,"furnish","/fˈɜːnɪʃ/","lewer, aflewer, inlewer"
3152,"furniture","/fˈɜːnɪtʃˌə/","ameublement"
3153,"further","/fˈɜːðə/","meer"
3154,"futile","/fjˈuːtaɪl/","vrugteloos"
3155,"future","/fjˈuːtʃə/","toekoms"
3156,"gain","/ɡˈeɪn/","1. behaal, verdien, wen❄2. profyt❄3. baat, belang, wins"
3157,"gallery","/ɡˈaləɹi/","galery"
3158,"game","/ɡˈeɪm/","wedstryd"
3159,"gang","/ɡˈaŋ/","bende, skare"
3160,"garage","/ɡˈaɹɪdʒ/","garage, motorhawe"
3161,"garden","/ɡˈɑːdən/","tuin"
3162,"gardening","/ɡˈɑːdənɪŋ/","tuinmaak"
3163,"gargle","/ɡˈɑːɡəl/","afspoel, spoel"
3164,"garrison","/ɡˈaɹɪsən/","besetting"
3165,"gas","/ɡˈas/","gas"
3166,"gasolene","/ɡˈasəʊlˌiːn/","bensien, bensine, petrol"
3167,"gasoline","/ɡˈasəlˌiːn/","bensien, bensine, petrol"
3168,"gas","/ɡˈas/","bensienreservoir, bensinereservoir"
3169,"gather","/ɡˈaðə/","1. bymekaarbring, uithaal, versamel❄2. saamgaan"
3170,"gathering","/ɡˈaðəɹɪŋ/","vergadering"
3171,"gaunt","/ɡˈɔːnt/","1. maer, skraal❄2. dun❄3. bedruk"
3172,"gay","/ɡˈeɪ/","vrolik"
3173,"gazette","/ɡəzˈɛt/","koerant"
3174,"gear‐box","/ɡˈiə bˈɒks/","ratkas"
3175,"gear‐case","/ɡˈiə kˈeɪs/","1. ratkas"
3176,"gem","/dʒˈɛm/","juweel"
3177,"genealogical","/dʒˌiːnɪˈalˈɒdʒɪkəl/","genealogies"
3178,"genealogist","/dʒˌiːnɪˈalədʒˌɪst/","genealoog"
3179,"genealogy","/dʒˌiːnɪˈalədʒi/","genealogie"
3180,"general","/dʒˈɛnəɹəl/","1. generaal❄2. alomvattend❄3. algemeen"
3181,"generality","/dʒˌɛnəɹˈalɪti/","algemeenheid"
3182,"generally","/dʒˈɛnəɹəli/","in die algemeen"
3183,"generalship","/dʒˈɛnəɹəlʃˌɪp/","beleid"
3184,"generation","/dʒˌɛnəɹˈeɪʃən/","generasie, geslag, geslaglys, geslagregister, stamboom"
3185,"genre","/ʒˈɒnɹə/","genre"
3186,"gentle","/dʒˈɛntəl/","lieflik, soet"
3187,"gentleman","/dʒˈɛntəlmən/","heer, Meneer, Mnr."
3188,"genuinely","/dʒˈɛnjuːɪnli/","darem, regtig"
3189,"genuinly","/dʒˈɛnjuːˌɪnli/","darem, rektig, sowaar, werklik"
3190,"geographer","/dʒɪˈɒɡɹəfˌə/","aardrykskundige"
3191,"geographic","/dʒˌɪəɡɹˈafɪk/","aardrykskundig, geografies"
3192,"geographical","/dʒˌɪəɡɹˈafɪkəl/","aardrykskundig, geografies"
3193,"geography","/dʒɪˈɒɡɹəfi/","aardrykskunde"
3194,"geological","/dʒˌɪəlˈɒdʒɪkəl/","aardkundig"
3195,"geologist","/dʒɪˈɒlədʒˌɪst/","aardkundige"
3196,"geology","/dʒɪˈɒlədʒi/","aardkunde"
3197,"get","/ɡˈɛt/","1. behaal, verwerf❄2. aankom, aanland, arriveer, beland❄3. bereik, presteer❄4. raak, word❄5. neem, oppik, optel, vat❄6. bekom, kry, ontvang❄7. ontbied"
3198,"get","/ɡˈɛt/","koud word"
3199,"get","/ɡˈɛt/","trou"
3200,"get","/ɡˈɛt/","beskimmel"
3201,"get","/ɡˈɛt/","afgaan, afstap"
3202,"get","/ɡˈɛt/","1. afklim"
3203,"get","/ɡˈɛt/","afklim"
3204,"get","/ɡˈɛt/","afwen"
3205,"get","/ɡˈɛt/","1. afruim, afskaf❄2. afwerp"
3206,"get","/ɡˈɛt/","1. opstaan❄2. styg"
3207,"ghastly","/ɡˈastli/","1. aaklig, onaangenaam❄2. afgryslik"
3208,"gherkin","/ɡˈɜːkɪn/","agurk, agurkie"
3209,"ghost","/ɡˈəʊst/","gees, spook"
3210,"giant","/dʒˈaɪənt/","reus"
3211,"gift","/ɡˈɪft/","donasie, geskenk"
3212,"gifted","/ɡˈɪftɪd/","begaaf"
3213,"giraffe","/dʒɪɹˈaf/","kameelperd"
3214,"girder","/ɡˈɜːdə/","balk"
3215,"girdle","/ɡˈɜːdəl/","gordel"
3216,"girl","/ɡˈɜːl/","dogter, meisie"
3217,"give","/ɡˈɪv/","1. begiftig❄2. gee, aangee❄3. aanbied"
3218,"give","/ɡˈɪv/","meld"
3219,"give","/ɡˈɪv/","aanbel, bel"
3220,"give","/ɡˈɪv/","terugbesorg"
3221,"give","/ɡˈɪv/","afstaan, afstand doen van"
3222,"give","/ɡˈɪv/","aandien, aankondig, aansê, adverteer, annonseer, meld"
3223,"give","/ɡˈɪv/","bedroewe, bedroef"
3224,"give","/ɡˈɪv/","aandoen, berokken, veroorsaak"
3225,"give","/ɡˈɪv/","1. afstaan, afstand doen van❄2. afsien"
3226,"give","/ɡˈɪv/","ontlok, uithaal"
3227,"give","/ɡˈɪv/","afstaan, afstand doen van"
3228,"glad","/ɡlˈad/","bly"
3229,"gladness","/ɡlˈadnəs/","vreugde"
3230,"glamor","/ɡlˈamə/","gesag"
3231,"glamour","/ɡlˈamə/","gesag"
3232,"glass","/ɡlˈas/","glas"
3233,"glasses","/ɡlˈasɪz/","bril"
3234,"glide","/ɡlˈaɪd/","gly"
3235,"globe","/ɡlˈəʊb/","aardbol, aardkloot"
3236,"glorify","/ɡlˈɔːɹɪfˌaɪ/","prys"
3237,"glorious","/ɡlˈɔːɹiəs/","beroemd"
3238,"glory","/ɡlˈɔːɹi/","beroemdheid"
3239,"glue","/ɡlˈuː/","plak"
3240,"gnome","/nˈəʊm/","aardgees, aardmannetjie"
3241,"gnu","/ɡənˈuː/","wildebees"
3242,"go","/ɡˈəʊ/","1. begeef hom, begewe hom, gaan❄2. ry"
3243,"goal","/ɡˈəʊl/","doel, oogmerk"
3244,"goblet","/ɡˈɒblət/","beker"
3245,"goblin","/ɡˈɒblɪn/","aardgees, aardmannetjie"
3246,"god","/ɡˈɒd/","god"
3247,"going","/ɡˈəʊɪŋ/","agteruitgang"
3248,"gold‐mine","/ɡˈəʊld mˈaɪn/","goudmyn"
3249,"gold","/ɡˈəʊld/","1. goue❄2. goud"
3250,"golden","/ɡˈəʊldən/","goue"
3251,"golden","/ɡˈəʊldən/","goudgeel"
3252,"goldfish","/ɡˈəʊldfɪʃ/","goudvis"
3253,"golf","/ɡˈɒlf/","1. gholf❄2. golf"
3254,"good‐bye","/ɡˈʊd bˈaɪ/","afskeid"
3255,"good‐natured","/ɡˈʊd nˈeɪtʃəd/","vriendelik"
3256,"good","/ɡˈʊd/","gaaf, goed"
3257,"goodbye‐","/ɡʊdbˈaɪ/","afskeids‐"
3258,"goodbye","/ɡʊdbˈaɪ/","1. adieu❄2. afskeid❄3. tot siens"
3259,"goods","/ɡˈʊdz/","ware"
3260,"good","/ɡˈʊd/","middag, goeiemiddag"
3261,"good","/ɡˈʊd/","beskaafdheid"
3262,"good","/ɡˈʊd/","naand, goeienaand"
3263,"good","/ɡˈʊd/","goeiemôre"
3264,"good","/ɡˈʊd/","goeienag"
3265,"goose","/ɡˈuːs/","gans"
3266,"gossip","/ɡˈɒsɪp/","klets"
3267,"gourd","/ɡˈʊəd/","pampoen"
3268,"govern","/ɡˈʌvən/","1. in bedwang hou❄2. beheers, bedwing, regeer"
3269,"government","/ɡˈʌvənmənt/","regering"
3270,"go","/ɡˈəʊ/","afdwaal"
3271,"go","/ɡˈəʊ/","aftrek, vertrek"
3272,"go","/ɡˈəʊ/","agteruitgaan"
3273,"go","/ɡˈəʊ/","agteruitgaan"
3274,"go","/ɡˈəʊ/","bederf, bederwe"
3275,"go","/ɡˈəʊ/","1. oorskry, oorsteek"
3276,"go","/ɡˈəʊ/","bankrot raak"
3277,"go","/ɡˈəʊ/","1. daal❄2. afgaan, afstap"
3278,"go","/ɡˈəʊ/","gou maak, haas"
3279,"go","/ɡˈəʊ/","wandel"
3280,"go","/ɡˈəʊ/","uitgaan"
3281,"go","/ɡˈəʊ/","beleef, belewe, deurmaak"
3282,"go","/ɡˈəʊ/","fliek"
3283,"go","/ɡˈəʊ/","fliek"
3284,"go","/ɡˈəʊ/","1. opstaan, styg❄2. opgaan"
3285,"go","/ɡˈəʊ/","saamgaan"
3286,"grab","/ɡɹˈab/","bemagtig, gryp"
3287,"grade","/ɡɹˈeɪd/","graad"
3288,"gradually","/ɡɹˈadʒuːəli/","1. allengs, allengskens, stadigaan"
3289,"gram","/ɡɹˈam/","gram"
3290,"grammar","/ɡɹˈamə/","grammatika"
3291,"gramme","/ɡɹˈam/","gram"
3292,"grand‐nephew","/ɡɹˈand nˈɛfjuː/","agterneef"
3293,"grand‐niece","/ɡɹˈand nˈiːs/","agternig, agterniggie"
3294,"grandchild","/ɡɹˈandtʃaɪld/","kleinkind"
3295,"granddad","/ɡɹˈandad/","oupa"
3296,"granddaughter","/ɡɹˈandɔːtə/","kleindogter"
3297,"grandfather","/ɡɹˈandfɑːðə/","grootvader"
3298,"grandmother","/ɡɹˈandmʌðə/","grootmoeder"
3299,"grandparents","/ɡɹˈandpeəɹənts/","grootouers"
3300,"grandson","/ɡɹˈandsʌn/","kleinseun"
3301,"granny","/ɡɹˈani/","ouma"
3302,"grape","/ɡɹˈeɪp/","druif"
3303,"grapple","/ɡɹˈapəl/","1. beetgryp, beetneem, beetpak, beetvak❄2. beetkry, beetvat, vang, vat"
3304,"grasp","/ɡɹˈasp/","bemagtig, gryp"
3305,"grass","/ɡɹˈas/","gras"
3306,"grasshopper","/ɡɹˈashəpˌə/","1. sprinkaan, veldsprinkaan"
3307,"grass","/ɡɹˈas/","grasgroen"
3308,"grate","/ɡɹˈeɪt/","rooster"
3309,"grave","/ɡɹˈeɪv/","benouend"
3310,"graveyard","/ɡɹˈeɪvjɑːd/","begraafplaas, begraafplek"
3311,"gravy","/ɡɹˈeɪvi/","sous"
3312,"grease","/ɡɹˈiːs/","vet"
3313,"greasy","/ɡɹˈiːzi/","vet, vetterig"
3314,"great","/ɡɹˈeɪt/","1. kostelik, puik❄2. groot"
3315,"greatgrandchild","/ɡɹˈeɪtɡɹɐndtʃˌaɪld/","agterkleinkind"
3316,"greatgranddaughter","/ɡɹˈeɪtɡɹɐndˌɔːtə/","agterkleindogter"
3317,"greatgrandson","/ɡɹˈeɪtɡɹandsən/","agterkleinseun"
3318,"greediness","/ɡɹˈiːdinəs/","1. begerigheid❄2. begeerte"
3319,"greedy","/ɡɹˈiːdi/","begerig, belus, gretig"
3320,"green","/ɡɹˈiːn/","1. groen"
3321,"greet","/ɡɹˈiːt/","begroet, groet"
3322,"greeting","/ɡɹˈiːtɪŋ/","1. begroeting❄2. groet"
3323,"grey","/ɡɹˈeɪ/","grys"
3324,"grid","/ɡɹˈɪd/","rooster"
3325,"grief","/ɡɹˈiːf/","bedroefdheid"
3326,"grieve","/ɡɹˈiːv/","bedroewe, bedroef, beproef, beproewe"
3327,"grill","/ɡɹˈɪl/","rooster"
3328,"grip","/ɡɹˈɪp/","1. bemagtig, gryp❄2. griep"
3329,"gripped","/ɡɹˈɪpt/","geïnteresseerd"
3330,"grisly","/ɡɹˈɪsli/","aaklig, onaangenaam"
3331,"grotto","/ɡɹˈɒtəʊ/","grot"
3332,"ground‐floor","/ɡɹˈaʊnd flˈɔː/","benedeverdieping"
3333,"ground","/ɡɹˈaʊnd/","1. agtergrond❄2. aarde, grond"
3334,"group","/ɡɹˈuːp/","1. klomp, kudde, skare, skool, trop❄2. groep"
3335,"grow","/ɡɹˈəʊ/","1. raak, word❄2. beskaaf, beskawe, aankweek, kweek"
3336,"gruesome","/ɡɹˈuːsʌm/","afskuwelik"
3337,"guarantee","/ɡˌaɹəntˈiː/","waarborg"
3338,"guard","/ɡˈɑːd/","1. behoed❄2. kondukteur"
3339,"guardian","/ɡˈɑːdiən/","beskermengel"
3340,"guess","/ɡˈɛs/","meen, vermoë, veronderstel"
3341,"guest","/ɡˈɛst/","gas"
3342,"guide","/ɡˈaɪd/","1. bestuur, rig❄2. lei❄3. gids"
3343,"guidebook","/ɡˈaɪdbʊk/","gids"
3344,"guiltless","/ɡˈɪltləs/","onskuldig"
3345,"guilty","/ɡˈɪlti/","skuldig"
3346,"guinea‐pig","/ɡˈɪni pˈɪɡ/","malmokkie, marmotjie"
3347,"gulf","/ɡˈʌlf/","1. afgrond❄2. gholf, golf"
3348,"gunner","/ɡˈʌnə/","artilleris"
3349,"gusto","/ɡˈʌstəʊ/","animo, bedrywigheid"
3350,"gymnastics","/dʒɪmnˈastɪks/","gimnastiek"
3351,"gypsy","/dʒˈɪpsi/","sigeuner"
3352,"habit","/hˈabɪt/","gebruik, gewoonte"
3353,"haemorhoids","/hˈiːmɔːhˌɔɪdz/","aambeie"
3354,"haemorrhoid","/hˈɛməɹˌɔɪd/","aambei"
3355,"haggle","/hˈaɡəl/","afding, beknibbel"
3356,"hail","/hˈeɪl/","hael"
3357,"hair","/hˈeə/","hare"
3358,"hairdresser","/hˈeədɹɪsˌə/","1. kapster❄2. haarkapper"
3359,"hairs","/hˈeəz/","hare"
3360,"hairy","/hˈeəɹi/","behaard"
3361,"half‐brother","/hˈɑːf bɹˈʌðə/","halfbroer"
3362,"half‐sister","/hˈɑːf sˈɪstə/","halfsuster"
3363,"halt","/hˈɒlt/","1. gaan staan, stilhou❄2. afsit, keer, stop"
3364,"hamburger","/hˈambɜːɡə/","burger, hamburger"
3365,"hamper","/hˈampə/","bemoeilik"
3366,"hand","/hˈand/","1. arbeider, werker❄2. hand❄3. inlewer, oordra"
3367,"handbook","/hˈandbʊk/","gids"
3368,"handicap","/hˈandɪkˌap/","belemmering"
3369,"handicraft","/hˈandɪkɹˌaft/","ambag, bedryf, beroep"
3370,"handle","/hˈandəl/","1. hanteer❄2. behandel"
3371,"handsome","/hˈandsʌm/","deftig, mooi"
3372,"handy","/hˈandi/","geskikt"
3373,"hand","/hˈand/","inlewer, oordra"
3374,"hang","/hˈaŋ/","1. hang❄2. ophang"
3375,"hang","/hˈaŋ/","hou, behou, vashou"
3376,"happen","/hˈapən/","1. raak, word❄2. gebeur, geskie, plaatsvind"
3377,"happiness","/hˈapɪnəs/","geluk"
3378,"happy","/hˈapi/","1. gelukkig❄2. bly"
3379,"harbor","/hˈɑːbə/","hawe"
3380,"harbour","/hˈɑːbə/","hawe"
3381,"hard","/hˈɑːd/","moeilik"
3382,"hardly","/hˈɑːdli/","amper, ampertjies, bekwaald, skaars"
3383,"hardworking","/hˈɑːdwɜːkɪŋ/","arbeidsaam"
3384,"hardy","/hˈɑːdi/","aambeeldbeitel"
3385,"hare","/hˈeə/","haas"
3386,"harm","/hˈɑːm/","benadeel"
3387,"harrier","/hˈaɹiˌə/","kuikendief"
3388,"harry","/hˈaɹi/","afstroop"
3389,"harvest","/hˈɑːvɪst/","afoes"
3390,"haste","/hˈeɪst/","haas"
3391,"hat","/hˈat/","hoed"
3392,"hate","/hˈeɪt/","haat"
3393,"haul","/hˈɔːl/","trek"
3394,"have","/hˈav/","1. hê❄2. bekom, kry, ontvang"
3395,"have","/hˈav/","beklaag, beklae"
3396,"have","/hˈav/","aanbetrou, vertrouwe stel in"
3397,"have","/hˈav/","vertrouwe stel in"
3398,"have","/hˈav/","vertrouwe stel in"
3399,"have","/hˈav/","gelukkig wees"
3400,"have","/hˈav/","hê"
3401,"have","/hˈav/","beethê"
3402,"have","/hˈav/","neuk"
3403,"have","/hˈav/","mag"
3404,"have","/hˈav/","behoor, behoort, moet"
3405,"haze","/hˈeɪz/","bedil"
3406,"he","/hˈiː/","hy"
3407,"head","/hˈɛd/","1. lei❄2. kop❄3. beeldenaar"
3408,"headache","/hˈɛdeɪk/","hoofpyn"
3409,"header","/hˈɛdə/","rubriek"
3410,"heading","/hˈɛdɪŋ/","graad"
3411,"headquarters","/hɛdkwˈɔːtəz/","hoofkwartier"
3412,"head","/hˈɛd/","in bedwang hou"
3413,"health","/hˈɛlθ/","gesondheid"
3414,"healthy","/hˈɛlθi/","fiks, gesond"
3415,"heap","/hˈiːp/","1. akkumuleer❄2. massa, menigte, skare, stapel❄3. klomp, kudde, skool, trop"
3416,"hear","/hˈiə/","hoor"
3417,"hearsay","/hˈiəseɪ/","befaamdheid"
3418,"heart‐","/hˈɑːt/","innig"
3419,"heart","/hˈɑːt/","hart"
3420,"hearty","/hˈɑːti/","innig"
3421,"heat","/hˈiːt/","hitte"
3422,"heath","/hˈiːθ/","heide"
3423,"heaven","/hˈɛvən/","hemel"
3424,"heavy","/hˈɛvi/","swaar"
3425,"hell","/hˈɛl/","hel"
3426,"hello","/həlˈəʊ/","1. allo❄2. dag, hallo"
3427,"helmet","/hˈɛlmɪt/","helm"
3428,"help","/hˈɛlp/","1. assisteer, help❄2. assistensie❄3. hulp"
3429,"helper","/hˈɛlpə/","assistent"
3430,"helpful","/hˈɛlpfəl/","behulpsaam"
3431,"helpfulness","/hˈɛlpfəlnəs/","behulpsaamheid"
3432,"hemorrhoid","/hˈɛməɹˌɔɪd/","aambei"
3433,"hen","/hˈɛn/","hoender"
3434,"hence","/hˈɛns/","hiervandaan"
3435,"her","/hˈɜː/","haar, hulle, sy"
3436,"herb","/hˈɜːb/","gras"
3437,"herd","/hˈɜːd/","1. klomp, kudde, skare, skool, trop"
3438,"here","/hˈiə/","hierheen"
3439,"hero","/hˈiəɹəʊ/","held"
3440,"heroic","/hɪɹˈəʊɪk/","heldhaftig"
3441,"heroin","/hˈɛɹəʊˌɪn/","heroïen, heroïne"
3442,"heroine","/hˈɛɹəʊˌɪn/","heldin"
3443,"hers","/hˈɜːz/","hare"
3444,"herself","/hɜːsˈɛlf/","self"
3445,"hidden","/hˈɪdən/","verborge, verhole, verskole, weggesteek"
3446,"hideous","/hˈɪdiəs/","1. afskuwelik❄2. afgryslik"
3447,"hill","/hˈɪl/","aanerd"
3448,"hill","/hˈɪl/","aanerd"
3449,"him","/hˈɪm/","1. hy❄2. hom"
3450,"himself","/hɪmsˈɛlf/","self"
3451,"hind","/hˈaɪnd/","agterste"
3452,"hinder","/hˈɪndə/","1. bemoeilik❄2. belemmer"
3453,"hindmost","/hˈaɪndməʊst/","agterste"
3454,"hindrance","/hˈɪndɹəns/","belemmering, belet, beletsel"
3455,"hind","/hˈaɪnd/","agteras"
3456,"hind","/hˈaɪnd/","agterent"
3457,"hind","/hˈaɪnd/","agterwiel"
3458,"hint","/hˈɪnt/","wenk"
3459,"hinterland","/hˈɪntələnd/","agterland"
3460,"hip","/hˈɪp/","heup"
3461,"hippo","/hˈɪpəʊ/","seekoei"
3462,"hippopotamus","/hˈɪpəpˌɒtaməs/","seekoei"
3463,"hire","/hˈaɪə/","huur"
3464,"hirsute","/hɜːsjˈuːt/","behaard"
3465,"his","/hˈɪz/","1. syne❄2. sy❄3. haar, hulle"
3466,"history","/hˈɪstəɹi/","geskiedenis, verhaal"
3467,"hit","/hˈɪt/","1. klap❄2. tref"
3468,"hither","/hˈɪðə/","hierheen"
3469,"hoar","/hˈɔː/","beryp"
3470,"hoax","/hˈəʊks/","bedot, beethê, beetneem"
3471,"hockey","/hˈɒki/","hokkie"
3472,"hog","/hˈɒɡ/","swyn, vark"
3473,"hogweed","/hˈɒɡwiːd/","beerklou, bereklou"
3474,"hold","/hˈəʊld/","hou, behou, vashou"
3475,"holder","/hˈəʊldə/","houer"
3476,"hold","/hˈəʊld/","agterhou"
3477,"hole","/hˈəʊl/","1. sloot❄2. gat, lek"
3478,"home","/hˈəʊm/","huis toe"
3479,"honest","/ˈɒnɪst/","eerlik"
3480,"honey","/hˈʌni/","heuning"
3481,"honor","/ˈɒnə/","huldig"
3482,"honour","/ˈɒnə/","huldig"
3483,"hood","/hˈʊd/","apache"
3484,"hook","/hˈʊk/","angel"
3485,"hooker","/hˈʊkə/","hoer"
3486,"hooter","/hˈuːtə/","1. toeter❄2. horing"
3487,"hope","/hˈəʊp/","hoop"
3488,"hope","/hˈəʊp/","aansoek doen, ambieer"
3489,"horn","/hˈɔːn/","horing"
3490,"horrible","/hˈɒɹɪbəl/","1. afskuwelik❄2. aaklig, onaangenaam❄3. afsigtelik❄4. afgryslik❄5. angstig, angswekkend"
3491,"horror","/hˈɒɹə/","1. aakligheid, afgryse, afskrik❄2. horror"
3492,"horse","/hˈɔːs/","perd"
3493,"hospitable","/hɒspˈɪtəbəl/","gasvry"
3494,"hospital","/hˈɒspɪtəl/","hospitaal"
3495,"hospitality","/hˌɒspɪtˈalɪti/","1. gasvryheid"
3496,"hostile","/hˈɒstaɪl/","vyandelik"
3497,"hotchpotch","/hˈɒtʃpɒtʃ/","allegaartjie"
3498,"hotel","/həʊtˈɛl/","hotel"
3499,"hour","/ˈaʊə/","uur"
3500,"house","/hˈaʊs/","huis"
3501,"housed","/hˈaʊzd/","behuis"
3502,"housefly","/hˈaʊsflaɪ/","vlieg"
3503,"house","/hˈaʊs/","bedehuis"
3504,"how","/hˈaʊ/","1. hoe❄2. as, so lyk, soos"
3505,"however","/haʊˈɛvə/","egter, maar, nietemin"
3506,"how","/hˈaʊ/","hoe gaan dit met u?"
3507,"how","/hˈaʊ/","hoe gaan dit met u?"
3508,"how","/hˈaʊ/","hoe ver"
3509,"how","/hˈaʊ/","1. hoeveelste❄2. hoeveel"
3510,"how","/hˈaʊ/","hoeveel"
3511,"hue","/hjˈuː/","skakering"
3512,"huge","/hjˈuːdʒ/","geweldig, enorm"
3513,"human","/hjˈuːmən/","menslik"
3514,"human","/hjˈuːmən/","mens, mensekind"
3515,"humiliating","/hjuːmˈɪlɪˌeɪtɪŋ/","beskamend"
3516,"hundred","/hˈʌndɹɪd/","honderd"
3517,"hungry","/hˈʌŋɡɹi/","honger"
3518,"hunt","/hˈʌnt/","jaag"
3519,"hunter","/hˈʌntə/","jager"
3520,"hunt","/hˈʌnt/","ten doel hê"
3521,"hunt","/hˈʌnt/","ten doel hê"
3522,"hurried","/hˈʌɹid/","haastig"
3523,"hurry","/hˈʌɹi/","1. gou maak, haas"
3524,"hurt","/hˈɜːt/","1. seer wees❄2. beseer❄3. benadeel"
3525,"husband","/hˈʌsbənd/","eggenoot, man"
3526,"husk","/hˈʌsk/","skil"
3527,"hyaena","/hˈaɪiːnə/","hiëna, strandwolf"
3528,"hygienic","/haɪdʒˈiːnɪk/","higiënies"
3529,"hypothesize","/haɪpˈɒθəsˌaɪz/","veronderstel"
3530,"ibex","/ˈaɪbɛks/","alpbok"
3531,"ice","/ˈaɪs/","ys"
3532,"icecream","/ˈaɪskɹiːm/","ys"
3533,"iconoclasm","/ˈaɪkənˌɒklazəm/","beeldestorm, beeldstorm"
3534,"iconoclast","/ˈaɪkənˌɒklast/","beeldestormer, beeldstormer"
3535,"idea","/aɪdˈiə/","1. begrip, benul, idee, opvatting"
3536,"ideal","/aɪdˈiəl/","ideaal"
3537,"idiom","/ˈɪdɪəm/","idioom"
3538,"idol","/ˈaɪdəl/","afgod"
3539,"if","/ˈɪf/","as, indien"
3540,"ignore","/ɪɡnˈɔː/","ignoreer"
3541,"ill","/ˈɪl/","siek"
3542,"illiterate","/ɪlˈɪtəɹət/","analfabeet"
3543,"illness","/ˈɪlnəs/","kwaal, siekte"
3544,"illuminate","/ɪlˈuːmɪnˌeɪt/","belig"
3545,"illusion","/ɪlˈuːʒən/","begoëlsing, begogelsing"
3546,"ill","/ˈɪl/","lot"
3547,"image","/ˈɪmɪdʒ/","1. beeld, beeltenis"
3548,"imagination","/ɪmˌadʒɪnˈeɪʃən/","verbeelding"
3549,"imagine","/ɪmˈadʒɪn/","verbeeld hom"
3550,"imitate","/ˈɪmɪtˌeɪt/","agternadoen"
3551,"immediately","/ɪmˈiːdɪətli/","1. dadelik❄2. almeteens"
3552,"immense","/ɪmˈɛns/","geweldig, enorm"
3553,"immigrate","/ˈɪmɪɡɹˌeɪt/","immigreer"
3554,"immune","/ɪmjˈuːn/","onvatbaar"
3555,"impatient","/ɪmpˈeɪʃənt/","ongeduldig"
3556,"impediment","/ɪmpˈɛdɪmənt/","belemmering"
3557,"impel","/ɪmpˈɛl/","aandryf, aandrywe, dryf"
3558,"impetus","/ˈɪmpətəs/","aandrif"
3559,"implicate","/ˈɪmplɪkˌeɪt/","verwar"
3560,"imply","/ɪmplˈaɪ/","beteken"
3561,"import","/ɪmpˈɔːt/","invoer"
3562,"important","/ɪmpˈɔːtənt/","belangrik, erg, ernstig"
3563,"imposter","/ɪmpˈɒstə/","bedrieër"
3564,"impress","/ɪmpɹˈɛs/","beïndruk"
3565,"impressible","/ɪmpɹˈɛsɪbəl/","sensitief"
3566,"impression","/ɪmpɹˈɛʃən/","1. effek, indruk❄2. impak"
3567,"impulse","/ˈɪmpʌls/","aandrif"
3568,"in","/ˈɪn/","in, binne, op, per"
3569,"inaccessible","/ɪnaksˈɛsəbəl/","ongenaakbaar"
3570,"incinerate","/ɪnsˈɪnəɹˌeɪt/","verbrand"
3571,"incite","/ɪnsˈaɪt/","agiteer, beroer"
3572,"inclination","/ɪŋklɪnˈeɪʃən/","lus"
3573,"inclined","/ɪŋklˈaɪnd/","geneig"
3574,"include","/ɪŋklˈuːd/","behels, bevat"
3575,"including","/ɪŋklˈuːdɪŋ/","insluitend"
3576,"inclusively","/ɪŋklˈuːsɪvli/","insluitend"
3577,"inconvenient","/ɪŋkənvˈiːnɪənt/","moeilik"
3578,"incorrect","/ɪŋkəɹˈɛkt/","onjuis"
3579,"increase","/ˈɪŋkɹiːs/","styg"
3580,"incubate","/ˈɪŋkjuːbˌeɪt/","broei"
3581,"incus","/ɪŋkˈʌs/","aambeeld, aambeeldbeentjie"
3582,"indeed","/ˌɪndˈiːd/","1. tog❄2. darem, regtig❄3. rektig, sowaar, werklik"
3583,"independant","/ˌɪndɪpˈɛndənt/","onafhanklik"
3584,"index","/ˈɪndɛks/","indeks"
3585,"indicate","/ˈɪndɪkˌeɪt/","1. aandui, aantoon❄2. toon, vertoon, wys"
3586,"indication","/ˌɪndɪkˈeɪʃən/","aanduiding, beduidenis"
3587,"indicative","/ɪndˈɪkətˌɪv/","aantonende wys"
3588,"indicative","/ɪndˈɪkətˌɪv/","aantonende wys"
3589,"indigence","/ɪndˈɪdʒəns/","behoeftigheid"
3590,"individual","/ˌɪndɪvˈɪdʒuːəl/","individueel, persoonlik"
3591,"inducement","/ɪndjˈuːsmənt/","aanleiding"
3592,"industry","/ˈɪndʌstɹi/","industrie, nywerheid"
3593,"inebriety","/ɪnɛbɹˈaɪətɪ/","beskonkenheid"
3594,"inexpensive","/ˌɪnɛkspˈɛnsɪv/","goedkoop"
3595,"infant","/ˈɪnfənt/","kind"
3596,"inference","/ˈɪnfəɹəns/","gevolgtrekking"
3597,"influence","/ˈɪnfluːəns/","beïnvloed"
3598,"influenza","/ˌɪnfluːˈɛnzə/","griep"
3599,"inform","/ɪnfˈɔːm/","1. in kennis stel❄2. bekendmaak, bekendstel, meedeel, meld"
3600,"information","/ˌɪnfəmˈeɪʃən/","1. informasie❄2. berig, inligting, kennisgewing"
3601,"infusion","/ɪnfjˈuːʒən/","aftreksel"
3602,"inhale","/ɪnhˈeɪl/","inasem"
